,id,date,time,name,size,type,price
4931,2015-002141,2015-02-05,17:00:13,pep_msh_pep,M,classic,14.5
4932,2015-002142,2015-02-05,17:36:09,bbq_ckn,L,chicken,20.75
4933,2015-002142,2015-02-05,17:36:09,spinach_supr,L,supreme,20.75
4934,2015-002143,2015-02-05,17:44:52,classic_dlx,L,classic,20.5
4935,2015-002143,2015-02-05,17:44:52,classic_dlx,M,classic,16
4936,2015-002143,2015-02-05,17:44:52,classic_dlx,S,classic,12
4937,2015-002143,2015-02-05,17:44:52,pepperoni,L,classic,15.25
4938,2015-002144,2015-02-05,17:48:08,southw_ckn,S,chicken,12.75
4939,2015-002144,2015-02-05,17:48:08,cali_ckn,M,chicken,16.75
4940,2015-002145,2015-02-05,17:57:12,spinach_fet,M,veggie,16
4941,2015-002145,2015-02-05,17:57:12,napolitana,L,classic,20.5
4942,2015-002146,2015-02-05,18:04:19,ital_supr,M,supreme,16.5
4943,2015-002146,2015-02-05,18:04:19,green_garden,M,veggie,16
4944,2015-002147,2015-02-05,18:11:25,pepperoni,M,classic,12.5
4945,2015-002147,2015-02-05,18:11:25,pepperoni,L,classic,15.25
4946,2015-002147,2015-02-05,18:11:25,spinach_supr,L,supreme,20.75
4947,2015-002147,2015-02-05,18:11:25,five_cheese,L,veggie,18.5
4948,2015-002148,2015-02-05,18:15:37,prsc_argla,M,supreme,16.5
4949,2015-002148,2015-02-05,18:15:37,ital_supr,L,supreme,20.75
4950,2015-002149,2015-02-05,18:19:51,ital_supr,M,supreme,16.5
4951,2015-002150,2015-02-05,18:22:25,ital_cpcllo,M,classic,16
4952,2015-002151,2015-02-05,18:22:28,bbq_ckn,M,chicken,16.75
4953,2015-002151,2015-02-05,18:22:28,spin_pesto,M,veggie,16.5
4954,2015-002152,2015-02-05,18:35:11,peppr_salami,L,supreme,20.75
4955,2015-002152,2015-02-05,18:35:11,ital_cpcllo,M,classic,16
4956,2015-002153,2015-02-05,18:38:01,spicy_ital,L,supreme,20.75
4957,2015-002153,2015-02-05,18:38:01,hawaiian,S,classic,10.5
4958,2015-002154,2015-02-05,18:55:27,calabrese,L,supreme,20.25
4959,2015-002154,2015-02-05,18:55:27,bbq_ckn,L,chicken,20.75
4960,2015-002155,2015-02-05,18:59:56,thai_ckn,L,chicken,20.75
4961,2015-002155,2015-02-05,18:59:56,ital_supr,M,supreme,16.5
4962,2015-002156,2015-02-05,19:29:29,ital_supr,M,supreme,16.5
4963,2015-002156,2015-02-05,19:29:29,soppressata,M,supreme,16.5
4964,2015-002156,2015-02-05,19:29:29,mexicana,L,veggie,20.25
4965,2015-002157,2015-02-05,19:39:29,southw_ckn,L,chicken,20.75
4966,2015-002157,2015-02-05,19:39:29,ital_cpcllo,M,classic,16
4967,2015-002158,2015-02-05,19:49:47,ital_supr,L,supreme,20.75
4968,2015-002158,2015-02-05,19:49:47,pepperoni,L,classic,15.25
4969,2015-002159,2015-02-05,19:55:12,cali_ckn,L,chicken,20.75
4970,2015-002159,2015-02-05,19:55:12,classic_dlx,S,classic,12
4971,2015-002159,2015-02-05,19:55:12,hawaiian,L,classic,16.5
4972,2015-002159,2015-02-05,19:55:12,big_meat,S,classic,12
4973,2015-002160,2015-02-05,20:01:50,pepperoni,L,classic,15.25
4974,2015-002161,2015-02-05,20:10:24,bbq_ckn,L,chicken,20.75
4975,2015-002161,2015-02-05,20:10:24,peppr_salami,S,supreme,12.5
4976,2015-002162,2015-02-05,20:15:06,southw_ckn,L,chicken,20.75
4977,2015-002162,2015-02-05,20:15:06,classic_dlx,S,classic,12
4978,2015-002163,2015-02-05,20:18:08,spinach_supr,L,supreme,20.75
4979,2015-002163,2015-02-05,20:18:08,brie_carre,S,supreme,23.65
4980,2015-002164,2015-02-05,20:23:49,ckn_alfredo,M,chicken,16.75
4981,2015-002165,2015-02-05,20:29:51,southw_ckn,M,chicken,16.75
4982,2015-002165,2015-02-05,20:29:51,cali_ckn,L,chicken,20.75
4983,2015-002166,2015-02-05,20:41:36,veggie_veg,M,veggie,16
4984,2015-002167,2015-02-05,20:56:14,spicy_ital,L,supreme,20.75
4985,2015-002168,2015-02-05,20:59:08,prsc_argla,M,supreme,16.5
4986,2015-002169,2015-02-05,21:23:02,prsc_argla,S,supreme,12.5
4987,2015-002169,2015-02-05,21:23:02,veggie_veg,S,veggie,12
4988,2015-002170,2015-02-05,21:34:23,five_cheese,L,veggie,18.5
4989,2015-002171,2015-02-05,21:48:24,prsc_argla,S,supreme,12.5
4990,2015-002172,2015-02-05,21:51:44,four_cheese,L,veggie,17.95
4991,2015-002172,2015-02-05,21:51:44,brie_carre,S,supreme,23.65
4992,2015-002172,2015-02-05,21:51:44,sicilian,M,supreme,16.25
4993,2015-002172,2015-02-05,21:51:44,sicilian,S,supreme,12.25
4994,2015-002173,2015-02-05,21:56:42,big_meat,S,classic,12
4995,2015-002174,2015-02-05,22:00:17,southw_ckn,M,chicken,16.75
4996,2015-002174,2015-02-05,22:00:17,sicilian,L,supreme,20.25
4997,2015-002174,2015-02-05,22:00:17,peppr_salami,S,supreme,12.5
4998,2015-002174,2015-02-05,22:00:17,soppressata,L,supreme,20.75
4999,2015-002175,2015-02-06,11:16:08,five_cheese,L,veggie,18.5
5000,2015-002176,2015-02-06,11:18:53,calabrese,L,supreme,20.25
5001,2015-002177,2015-02-06,11:25:48,pepperoni,L,classic,15.25
5002,2015-002177,2015-02-06,11:25:48,calabrese,L,supreme,20.25
5003,2015-002178,2015-02-06,11:32:25,hawaiian,S,classic,10.5
5004,2015-002179,2015-02-06,11:54:09,pepperoni,M,classic,12.5
5005,2015-002180,2015-02-06,11:59:14,spin_pesto,L,veggie,20.75
5006,2015-002180,2015-02-06,11:59:14,classic_dlx,S,classic,12
5007,2015-002181,2015-02-06,12:06:15,four_cheese,L,veggie,17.95
5008,2015-002181,2015-02-06,12:06:15,four_cheese,M,veggie,14.75
5009,2015-002182,2015-02-06,12:22:30,peppr_salami,L,supreme,20.75
5010,2015-002182,2015-02-06,12:22:30,cali_ckn,L,chicken,20.75
5011,2015-002182,2015-02-06,12:22:30,big_meat,S,classic,12
5012,2015-002182,2015-02-06,12:22:30,big_meat,S,classic,12
5013,2015-002182,2015-02-06,12:22:30,classic_dlx,M,classic,16
5014,2015-002182,2015-02-06,12:22:30,sicilian,S,supreme,12.25
5015,2015-002182,2015-02-06,12:22:30,four_cheese,L,veggie,17.95
5016,2015-002182,2015-02-06,12:22:30,ital_supr,L,supreme,20.75
5017,2015-002182,2015-02-06,12:22:30,hawaiian,S,classic,10.5
5018,2015-002182,2015-02-06,12:22:30,ital_cpcllo,M,classic,16
5019,2015-002183,2015-02-06,12:25:17,ckn_pesto,M,chicken,16.75
5020,2015-002183,2015-02-06,12:25:17,napolitana,L,classic,20.5
5021,2015-002183,2015-02-06,12:25:17,bbq_ckn,L,chicken,20.75
5022,2015-002183,2015-02-06,12:25:17,southw_ckn,S,chicken,12.75
5023,2015-002184,2015-02-06,12:40:25,brie_carre,S,supreme,23.65
5024,2015-002184,2015-02-06,12:40:25,big_meat,S,classic,12
5025,2015-002184,2015-02-06,12:40:25,classic_dlx,M,classic,16
5026,2015-002185,2015-02-06,12:54:25,ckn_alfredo,M,chicken,16.75
5027,2015-002186,2015-02-06,13:03:16,pep_msh_pep,M,classic,14.5
5028,2015-002187,2015-02-06,13:10:13,southw_ckn,L,chicken,20.75
5029,2015-002187,2015-02-06,13:10:13,calabrese,S,supreme,12.25
5030,2015-002187,2015-02-06,13:10:13,five_cheese,L,veggie,18.5
5031,2015-002187,2015-02-06,13:10:13,sicilian,L,supreme,20.25
5032,2015-002187,2015-02-06,13:10:13,the_greek,S,classic,12
5033,2015-002188,2015-02-06,13:13:33,pepperoni,M,classic,12.5
5034,2015-002188,2015-02-06,13:13:33,ital_veggie,M,veggie,16.75
5035,2015-002188,2015-02-06,13:13:33,pep_msh_pep,L,classic,17.5
5036,2015-002188,2015-02-06,13:13:33,spicy_ital,L,supreme,20.75
5037,2015-002188,2015-02-06,13:13:33,calabrese,M,supreme,16.25
5038,2015-002188,2015-02-06,13:13:33,spinach_fet,L,veggie,20.25
5039,2015-002188,2015-02-06,13:13:33,hawaiian,M,classic,13.25
5040,2015-002188,2015-02-06,13:13:33,classic_dlx,S,classic,12
5041,2015-002188,2015-02-06,13:13:33,five_cheese,L,veggie,18.5
5042,2015-002188,2015-02-06,13:13:33,soppressata,S,supreme,12.5
5043,2015-002188,2015-02-06,13:13:33,mediterraneo,L,veggie,20.25
5044,2015-002188,2015-02-06,13:13:33,hawaiian,S,classic,10.5
5045,2015-002188,2015-02-06,13:13:33,pep_msh_pep,M,classic,14.5
5046,2015-002189,2015-02-06,13:14:59,prsc_argla,M,supreme,16.5
5047,2015-002189,2015-02-06,13:14:59,ckn_alfredo,M,chicken,16.75
5048,2015-002190,2015-02-06,13:19:45,napolitana,M,classic,16
5049,2015-002190,2015-02-06,13:19:45,big_meat,S,classic,12
5050,2015-002191,2015-02-06,13:19:59,thai_ckn,M,chicken,16.75
5051,2015-002191,2015-02-06,13:19:59,spinach_fet,S,veggie,12
5052,2015-002191,2015-02-06,13:19:59,pep_msh_pep,S,classic,11
5053,2015-002192,2015-02-06,13:20:41,thai_ckn,L,chicken,20.75
5054,2015-002193,2015-02-06,13:21:21,hawaiian,S,classic,10.5
5055,2015-002193,2015-02-06,13:21:21,prsc_argla,L,supreme,20.75
5056,2015-002193,2015-02-06,13:21:21,peppr_salami,M,supreme,16.5
5057,2015-002193,2015-02-06,13:21:21,four_cheese,M,veggie,14.75
5058,2015-002194,2015-02-06,13:22:11,cali_ckn,M,chicken,16.75
5059,2015-002194,2015-02-06,13:22:11,classic_dlx,L,classic,20.5
5060,2015-002195,2015-02-06,13:39:29,classic_dlx,M,classic,16
5061,2015-002195,2015-02-06,13:39:29,spinach_supr,L,supreme,20.75
5062,2015-002195,2015-02-06,13:39:29,peppr_salami,M,supreme,16.5
5063,2015-002196,2015-02-06,13:45:32,southw_ckn,L,chicken,20.75
5064,2015-002197,2015-02-06,14:01:18,hawaiian,S,classic,10.5
5065,2015-002197,2015-02-06,14:01:18,napolitana,S,classic,12
5066,2015-002198,2015-02-06,14:13:09,green_garden,M,veggie,16
5067,2015-002198,2015-02-06,14:13:09,ital_cpcllo,L,classic,20.5
5068,2015-002198,2015-02-06,14:13:09,cali_ckn,M,chicken,16.75
5069,2015-002198,2015-02-06,14:13:09,classic_dlx,M,classic,16
5070,2015-002199,2015-02-06,14:36:06,sicilian,L,supreme,20.25
5071,2015-002200,2015-02-06,15:21:45,spin_pesto,M,veggie,16.5
5072,2015-002201,2015-02-06,15:24:02,mediterraneo,L,veggie,20.25
5073,2015-002202,2015-02-06,15:31:14,spinach_fet,M,veggie,16
5074,2015-002202,2015-02-06,15:31:14,napolitana,S,classic,12
5075,2015-002203,2015-02-06,16:11:41,spinach_fet,S,veggie,12
5076,2015-002203,2015-02-06,16:11:41,mexicana,M,veggie,16
5077,2015-002203,2015-02-06,16:11:41,southw_ckn,L,chicken,20.75
5078,2015-002203,2015-02-06,16:11:41,bbq_ckn,L,chicken,20.75
5079,2015-002204,2015-02-06,16:28:46,spin_pesto,M,veggie,16.5
5080,2015-002205,2015-02-06,16:39:28,ital_supr,L,supreme,20.75
5081,2015-002205,2015-02-06,16:39:28,bbq_ckn,L,chicken,20.75
5082,2015-002206,2015-02-06,16:59:29,big_meat,S,classic,12
5083,2015-002206,2015-02-06,16:59:29,pep_msh_pep,S,classic,11
5084,2015-002206,2015-02-06,16:59:29,cali_ckn,M,chicken,16.75
5085,2015-002207,2015-02-06,17:00:57,thai_ckn,M,chicken,16.75
5086,2015-002208,2015-02-06,17:10:44,hawaiian,L,classic,16.5
5087,2015-002208,2015-02-06,17:10:44,big_meat,S,classic,12
5088,2015-002209,2015-02-06,17:11:37,spicy_ital,S,supreme,12.5
5089,2015-002209,2015-02-06,17:11:37,veggie_veg,S,veggie,12
5090,2015-002209,2015-02-06,17:11:37,southw_ckn,L,chicken,20.75
5091,2015-002210,2015-02-06,17:24:07,classic_dlx,S,classic,12
5092,2015-002211,2015-02-06,17:30:36,green_garden,S,veggie,12
5093,2015-002211,2015-02-06,17:30:36,napolitana,S,classic,12
5094,2015-002212,2015-02-06,17:52:48,pepperoni,L,classic,15.25
5095,2015-002213,2015-02-06,17:53:26,thai_ckn,L,chicken,20.75
5096,2015-002213,2015-02-06,17:53:26,five_cheese,L,veggie,18.5
5097,2015-002214,2015-02-06,17:57:31,sicilian,S,supreme,12.25
5098,2015-002214,2015-02-06,17:57:31,spicy_ital,L,supreme,20.75
5099,2015-002215,2015-02-06,18:07:53,spicy_ital,L,supreme,20.75
5100,2015-002215,2015-02-06,18:07:53,hawaiian,S,classic,10.5
5101,2015-002216,2015-02-06,18:10:26,ital_supr,M,supreme,16.5
5102,2015-002216,2015-02-06,18:10:26,sicilian,M,supreme,16.25
5103,2015-002217,2015-02-06,18:21:44,bbq_ckn,L,chicken,20.75
5104,2015-002217,2015-02-06,18:21:44,sicilian,S,supreme,12.25
5105,2015-002217,2015-02-06,18:21:44,peppr_salami,M,supreme,16.5
5106,2015-002218,2015-02-06,18:29:00,spin_pesto,S,veggie,12.5
5107,2015-002218,2015-02-06,18:29:00,spinach_fet,L,veggie,20.25
5108,2015-002219,2015-02-06,18:41:54,mediterraneo,L,veggie,20.25
5109,2015-002219,2015-02-06,18:41:54,veggie_veg,M,veggie,16
5110,2015-002220,2015-02-06,18:46:32,mediterraneo,S,veggie,12
5111,2015-002221,2015-02-06,18:47:16,southw_ckn,M,chicken,16.75
5112,2015-002221,2015-02-06,18:47:16,veggie_veg,M,veggie,16
5113,2015-002221,2015-02-06,18:47:16,calabrese,S,supreme,12.25
5114,2015-002221,2015-02-06,18:47:16,thai_ckn,S,chicken,12.75
5115,2015-002222,2015-02-06,18:51:55,bbq_ckn,M,chicken,16.75
5116,2015-002222,2015-02-06,18:51:55,sicilian,M,supreme,16.25
5117,2015-002222,2015-02-06,18:51:55,calabrese,L,supreme,20.25
5118,2015-002223,2015-02-06,19:02:30,the_greek,XL,classic,25.5
5119,2015-002224,2015-02-06,19:02:49,ital_supr,S,supreme,12.5
5120,2015-002225,2015-02-06,19:23:26,sicilian,S,supreme,12.25
5121,2015-002226,2015-02-06,19:29:57,cali_ckn,L,chicken,20.75
5122,2015-002226,2015-02-06,19:29:57,spicy_ital,L,supreme,20.75
5123,2015-002226,2015-02-06,19:29:57,pepperoni,L,classic,15.25
5124,2015-002227,2015-02-06,19:43:48,veggie_veg,M,veggie,16
5125,2015-002228,2015-02-06,20:04:33,napolitana,L,classic,20.5
5126,2015-002228,2015-02-06,20:04:33,spin_pesto,M,veggie,16.5
5127,2015-002229,2015-02-06,20:16:54,pep_msh_pep,M,classic,14.5
5128,2015-002229,2015-02-06,20:16:54,hawaiian,M,classic,13.25
5129,2015-002229,2015-02-06,20:16:54,cali_ckn,L,chicken,20.75
5130,2015-002230,2015-02-06,20:41:12,classic_dlx,M,classic,16
5131,2015-002231,2015-02-06,20:42:58,spinach_fet,L,veggie,20.25
5132,2015-002232,2015-02-06,20:50:02,bbq_ckn,M,chicken,16.75
5133,2015-002232,2015-02-06,20:50:02,five_cheese,L,veggie,18.5
5134,2015-002232,2015-02-06,20:50:02,ital_supr,L,supreme,20.75
5135,2015-002233,2015-02-06,21:07:01,hawaiian,L,classic,16.5
5136,2015-002234,2015-02-06,21:17:17,ital_supr,L,supreme,20.75
5137,2015-002234,2015-02-06,21:17:17,veggie_veg,M,veggie,16
5138,2015-002234,2015-02-06,21:17:17,five_cheese,L,veggie,18.5
5139,2015-002234,2015-02-06,21:17:17,big_meat,S,classic,12
5140,2015-002235,2015-02-06,21:26:37,napolitana,M,classic,16
5141,2015-002235,2015-02-06,21:26:37,peppr_salami,L,supreme,20.75
5142,2015-002236,2015-02-06,21:32:03,ckn_pesto,M,chicken,16.75
5143,2015-002236,2015-02-06,21:32:03,peppr_salami,M,supreme,16.5
5144,2015-002236,2015-02-06,21:32:03,spin_pesto,S,veggie,12.5
5145,2015-002237,2015-02-06,21:37:09,spicy_ital,L,supreme,20.75
5146,2015-002237,2015-02-06,21:37:09,cali_ckn,S,chicken,12.75
5147,2015-002237,2015-02-06,21:37:09,hawaiian,M,classic,13.25
5148,2015-002238,2015-02-06,21:38:28,the_greek,L,classic,20.5
5149,2015-002239,2015-02-06,22:09:09,classic_dlx,M,classic,16
5150,2015-002240,2015-02-06,22:22:17,brie_carre,S,supreme,23.65
5151,2015-002240,2015-02-06,22:22:17,spin_pesto,S,veggie,12.5
5152,2015-002241,2015-02-07,11:40:43,spinach_fet,M,veggie,16
5153,2015-002241,2015-02-07,11:40:43,thai_ckn,M,chicken,16.75
5154,2015-002241,2015-02-07,11:40:43,hawaiian,L,classic,16.5
5155,2015-002242,2015-02-07,11:57:32,cali_ckn,S,chicken,12.75
5156,2015-002242,2015-02-07,11:57:32,mexicana,M,veggie,16
5157,2015-002242,2015-02-07,11:57:32,big_meat,S,classic,12
5158,2015-002242,2015-02-07,11:57:32,ital_supr,M,supreme,16.5
5159,2015-002242,2015-02-07,11:57:32,ital_cpcllo,M,classic,16
5160,2015-002243,2015-02-07,12:22:59,ckn_pesto,L,chicken,20.75
5161,2015-002243,2015-02-07,12:22:59,bbq_ckn,S,chicken,12.75
5162,2015-002244,2015-02-07,12:24:36,veggie_veg,S,veggie,12
5163,2015-002245,2015-02-07,12:30:31,spicy_ital,L,supreme,20.75
5164,2015-002246,2015-02-07,12:52:30,classic_dlx,S,classic,12
5165,2015-002246,2015-02-07,12:52:30,cali_ckn,M,chicken,16.75
5166,2015-002247,2015-02-07,13:15:55,sicilian,L,supreme,20.25
5167,2015-002248,2015-02-07,13:22:06,ckn_alfredo,M,chicken,16.75
5168,2015-002248,2015-02-07,13:22:06,southw_ckn,L,chicken,20.75
5169,2015-002249,2015-02-07,13:24:15,spin_pesto,M,veggie,16.5
5170,2015-002250,2015-02-07,13:31:14,prsc_argla,M,supreme,16.5
5171,2015-002251,2015-02-07,13:58:00,thai_ckn,S,chicken,12.75
5172,2015-002251,2015-02-07,13:58:00,the_greek,L,classic,20.5
5173,2015-002252,2015-02-07,14:32:17,veggie_veg,S,veggie,12
5174,2015-002252,2015-02-07,14:32:17,big_meat,S,classic,12
5175,2015-002253,2015-02-07,14:54:01,bbq_ckn,L,chicken,20.75
5176,2015-002254,2015-02-07,15:00:58,veggie_veg,M,veggie,16
5177,2015-002254,2015-02-07,15:00:58,ital_veggie,M,veggie,16.75
5178,2015-002254,2015-02-07,15:00:58,thai_ckn,S,chicken,12.75
5179,2015-002254,2015-02-07,15:00:58,classic_dlx,S,classic,12
5180,2015-002254,2015-02-07,15:00:58,brie_carre,S,supreme,23.65
5181,2015-002254,2015-02-07,15:00:58,ital_supr,L,supreme,20.75
5182,2015-002254,2015-02-07,15:00:58,bbq_ckn,M,chicken,16.75
5183,2015-002254,2015-02-07,15:00:58,sicilian,L,supreme,20.25
5184,2015-002254,2015-02-07,15:00:58,ital_supr,M,supreme,16.5
5185,2015-002254,2015-02-07,15:00:58,bbq_ckn,M,chicken,16.75
5186,2015-002255,2015-02-07,15:15:54,big_meat,S,classic,12
5187,2015-002255,2015-02-07,15:15:54,spicy_ital,L,supreme,20.75
5188,2015-002255,2015-02-07,15:15:54,classic_dlx,S,classic,12
5189,2015-002256,2015-02-07,15:22:04,veggie_veg,M,veggie,16
5190,2015-002256,2015-02-07,15:22:04,pepperoni,L,classic,15.25
5191,2015-002256,2015-02-07,15:22:04,four_cheese,M,veggie,14.75
5192,2015-002256,2015-02-07,15:22:04,thai_ckn,M,chicken,16.75
5193,2015-002257,2015-02-07,15:28:55,thai_ckn,L,chicken,20.75
5194,2015-002257,2015-02-07,15:28:55,big_meat,S,classic,12
5195,2015-002257,2015-02-07,15:28:55,ital_supr,L,supreme,20.75
5196,2015-002258,2015-02-07,15:34:05,the_greek,XL,classic,25.5
5197,2015-002259,2015-02-07,15:41:25,prsc_argla,M,supreme,16.5
5198,2015-002260,2015-02-07,15:43:28,spin_pesto,S,veggie,12.5
5199,2015-002260,2015-02-07,15:43:28,spinach_fet,S,veggie,12
5200,2015-002260,2015-02-07,15:43:28,bbq_ckn,M,chicken,16.75
5201,2015-002260,2015-02-07,15:43:28,brie_carre,S,supreme,23.65
5202,2015-002261,2015-02-07,15:48:00,ital_cpcllo,M,classic,16
5203,2015-002262,2015-02-07,16:36:54,prsc_argla,S,supreme,12.5
5204,2015-002262,2015-02-07,16:36:54,four_cheese,M,veggie,14.75
5205,2015-002263,2015-02-07,16:42:45,cali_ckn,M,chicken,16.75
5206,2015-002263,2015-02-07,16:42:45,spicy_ital,L,supreme,20.75
5207,2015-002264,2015-02-07,16:46:03,ital_cpcllo,L,classic,20.5
5208,2015-002264,2015-02-07,16:46:03,spinach_fet,M,veggie,16
5209,2015-002265,2015-02-07,17:05:42,veggie_veg,L,veggie,20.25
5210,2015-002265,2015-02-07,17:05:42,bbq_ckn,M,chicken,16.75
5211,2015-002265,2015-02-07,17:05:42,hawaiian,S,classic,10.5
5212,2015-002265,2015-02-07,17:05:42,green_garden,S,veggie,12
5213,2015-002266,2015-02-07,17:20:38,spinach_fet,S,veggie,12
5214,2015-002267,2015-02-07,17:22:30,ckn_alfredo,M,chicken,16.75
5215,2015-002267,2015-02-07,17:22:30,soppressata,S,supreme,12.5
5216,2015-002267,2015-02-07,17:22:30,classic_dlx,M,classic,16
5217,2015-002268,2015-02-07,17:27:05,southw_ckn,M,chicken,16.75
5218,2015-002269,2015-02-07,17:40:20,ital_supr,L,supreme,20.75
5219,2015-002269,2015-02-07,17:40:20,big_meat,S,classic,12
5220,2015-002270,2015-02-07,17:57:15,thai_ckn,M,chicken,16.75
5221,2015-002270,2015-02-07,17:57:15,sicilian,S,supreme,12.25
5222,2015-002271,2015-02-07,18:09:56,southw_ckn,S,chicken,12.75
5223,2015-002272,2015-02-07,18:17:46,peppr_salami,L,supreme,20.75
5224,2015-002272,2015-02-07,18:17:46,ckn_pesto,L,chicken,20.75
5225,2015-002272,2015-02-07,18:17:46,spinach_fet,S,veggie,12
5226,2015-002272,2015-02-07,18:17:46,ital_veggie,M,veggie,16.75
5227,2015-002273,2015-02-07,18:31:29,calabrese,S,supreme,12.25
5228,2015-002273,2015-02-07,18:31:29,ital_cpcllo,L,classic,20.5
5229,2015-002273,2015-02-07,18:31:29,big_meat,S,classic,12
5230,2015-002274,2015-02-07,18:35:51,veggie_veg,M,veggie,16
5231,2015-002275,2015-02-07,18:42:49,classic_dlx,M,classic,16
5232,2015-002275,2015-02-07,18:42:49,hawaiian,L,classic,16.5
5233,2015-002276,2015-02-07,18:44:16,ckn_alfredo,M,chicken,16.75
5234,2015-002277,2015-02-07,18:53:49,calabrese,M,supreme,16.25
5235,2015-002277,2015-02-07,18:53:49,soppressata,M,supreme,16.5
5236,2015-002277,2015-02-07,18:53:49,four_cheese,L,veggie,17.95
5237,2015-002277,2015-02-07,18:53:49,four_cheese,M,veggie,14.75
5238,2015-002278,2015-02-07,19:02:51,spinach_fet,L,veggie,20.25
5239,2015-002278,2015-02-07,19:02:51,veggie_veg,M,veggie,16
5240,2015-002279,2015-02-07,19:13:49,four_cheese,L,veggie,17.95
5241,2015-002280,2015-02-07,19:14:00,ital_supr,L,supreme,20.75
5242,2015-002280,2015-02-07,19:14:00,prsc_argla,S,supreme,12.5
5243,2015-002280,2015-02-07,19:14:00,spinach_fet,M,veggie,16
5244,2015-002280,2015-02-07,19:14:00,pepperoni,S,classic,9.75
5245,2015-002281,2015-02-07,19:15:58,spinach_fet,L,veggie,20.25
5246,2015-002282,2015-02-07,19:33:21,the_greek,M,classic,16
5247,2015-002283,2015-02-07,19:34:04,green_garden,S,veggie,12
5248,2015-002283,2015-02-07,19:34:04,five_cheese,L,veggie,18.5
5249,2015-002283,2015-02-07,19:34:04,ckn_alfredo,M,chicken,16.75
5250,2015-002283,2015-02-07,19:34:04,mexicana,S,veggie,12
5251,2015-002284,2015-02-07,19:35:53,classic_dlx,M,classic,16
5252,2015-002284,2015-02-07,19:35:53,cali_ckn,M,chicken,16.75
5253,2015-002284,2015-02-07,19:35:53,ital_cpcllo,S,classic,12
5254,2015-002285,2015-02-07,19:38:29,ital_supr,L,supreme,20.75
5255,2015-002286,2015-02-07,19:42:45,ital_cpcllo,L,classic,20.5
5256,2015-002287,2015-02-07,20:13:16,ital_supr,L,supreme,20.75
5257,2015-002288,2015-02-07,20:20:41,thai_ckn,L,chicken,20.75
5258,2015-002289,2015-02-07,20:29:43,spinach_fet,M,veggie,16
5259,2015-002289,2015-02-07,20:29:43,prsc_argla,M,supreme,16.5
5260,2015-002289,2015-02-07,20:29:43,cali_ckn,L,chicken,20.75
5261,2015-002289,2015-02-07,20:29:43,sicilian,S,supreme,12.25
5262,2015-002290,2015-02-07,20:47:23,ital_cpcllo,M,classic,16
5263,2015-002291,2015-02-07,20:55:05,five_cheese,L,veggie,18.5
5264,2015-002291,2015-02-07,20:55:05,cali_ckn,M,chicken,16.75
5265,2015-002291,2015-02-07,20:55:05,cali_ckn,L,chicken,20.75
5266,2015-002292,2015-02-07,20:57:53,classic_dlx,M,classic,16
5267,2015-002292,2015-02-07,20:57:53,southw_ckn,S,chicken,12.75
5268,2015-002292,2015-02-07,20:57:53,pepperoni,S,classic,9.75
5269,2015-002292,2015-02-07,20:57:53,prsc_argla,L,supreme,20.75
5270,2015-002293,2015-02-07,21:14:52,bbq_ckn,S,chicken,12.75
5271,2015-002293,2015-02-07,21:14:52,spicy_ital,L,supreme,20.75
5272,2015-002294,2015-02-07,21:16:09,prsc_argla,S,supreme,12.5
5273,2015-002295,2015-02-07,21:21:53,prsc_argla,M,supreme,16.5
5274,2015-002296,2015-02-07,21:24:01,ital_supr,M,supreme,16.5
5275,2015-002296,2015-02-07,21:24:01,cali_ckn,S,chicken,12.75
5276,2015-002296,2015-02-07,21:24:01,southw_ckn,L,chicken,20.75
5277,2015-002296,2015-02-07,21:24:01,spicy_ital,L,supreme,20.75
5278,2015-002297,2015-02-07,21:35:12,green_garden,S,veggie,12
5279,2015-002298,2015-02-07,21:40:33,southw_ckn,L,chicken,20.75
5280,2015-002298,2015-02-07,21:40:33,thai_ckn,L,chicken,20.75
5281,2015-002298,2015-02-07,21:40:33,classic_dlx,S,classic,12
5282,2015-002298,2015-02-07,21:40:33,ckn_pesto,L,chicken,20.75
5283,2015-002299,2015-02-07,21:55:00,prsc_argla,M,supreme,16.5
5284,2015-002299,2015-02-07,21:55:00,the_greek,L,classic,20.5
5285,2015-002300,2015-02-07,21:59:07,four_cheese,L,veggie,17.95
5286,2015-002301,2015-02-07,22:10:57,calabrese,M,supreme,16.25
5287,2015-002301,2015-02-07,22:10:57,cali_ckn,M,chicken,16.75
5288,2015-002302,2015-02-08,11:46:15,five_cheese,L,veggie,18.5
5289,2015-002302,2015-02-08,11:46:15,ital_cpcllo,L,classic,20.5
5290,2015-002303,2015-02-08,12:10:20,ckn_alfredo,L,chicken,20.75
5291,2015-002303,2015-02-08,12:10:20,the_greek,L,classic,20.5
5292,2015-002304,2015-02-08,12:22:04,mediterraneo,L,veggie,20.25
5293,2015-002304,2015-02-08,12:22:04,big_meat,S,classic,12
5294,2015-002305,2015-02-08,12:27:40,big_meat,S,classic,12
5295,2015-002306,2015-02-08,12:45:27,prsc_argla,S,supreme,12.5
5296,2015-002306,2015-02-08,12:45:27,pepperoni,M,classic,12.5
5297,2015-002306,2015-02-08,12:45:27,pepperoni,L,classic,15.25
5298,2015-002307,2015-02-08,12:51:06,spinach_fet,L,veggie,20.25
5299,2015-002308,2015-02-08,13:03:37,spin_pesto,L,veggie,20.75
